time_seconds,speed_meters_per_second
0.0,15.556992
1.0,15.556992
2.0,15.556992
3.0,15.556992
4.0,15.556992
5.0,15.556992
6.0,15.556992
7.0,15.556992
8.0,15.556992
9.0,15.556992
10.0,15.556992
11.0,15.556992
12.0,15.556992
13.0,15.556992
14.0,15.556992
15.0,15.556992
16.0,15.556992
17.0,15.556992
18.0,15.556992
19.0,15.556992
20.0,15.556992
21.0,15.556992
22.0,15.556992
23.0,15.556992
24.0,15.556992
25.0,15.556992
26.0,15.556992
27.0,15.556992
28.0,15.556992
29.0,15.556992
30.0,15.556992
31.0,15.556992
32.0,15.556992
33.0,15.556992
34.0,15.556992
35.0,15.556992
36.0,15.556992
37.0,15.556992
38.0,15.556992
39.0,15.556992
40.0,15.556992
41.0,15.556992
42.0,15.556992
43.0,15.556992
44.0,15.556992
45.0,15.556992
46.0,15.556992
47.0,15.556992
48.0,15.556992
49.0,15.556992
50.0,15.556992
51.0,15.556992
52.0,15.556992
53.0,15.556992
54.0,15.556992
55.0,15.556992
56.0,15.556992
57.0,15.556992
58.0,15.556992
59.0,15.556992
60.0,15.556992
61.0,15.556992
62.0,15.556992
63.0,15.556992
64.0,15.556992
65.0,15.556992
66.0,15.556992
67.0,15.556992
68.0,15.556992
69.0,15.556992
70.0,15.556992
71.0,15.556992
72.0,15.556992
73.0,15.556992
74.0,15.556992
75.0,15.556992
76.0,15.556992
77.0,15.556992
78.0,15.556992
79.0,15.556992
80.0,15.556992
81.0,15.556992
82.0,15.556992
83.0,15.556992
84.0,15.556992
85.0,15.556992
86.0,15.556992
87.0,15.556992
88.0,15.556992
89.0,15.556992
90.0,15.556992
91.0,15.556992
92.0,15.556992
93.0,15.556992
94.0,15.556992
95.0,15.556992
96.0,15.556992
97.0,15.556992
98.0,15.556992
99.0,15.556992
100.0,15.556992
101.0,15.556992
102.0,15.556992
103.0,15.556992
104.0,15.556992
105.0,15.556992
106.0,15.556992
107.0,15.556992
108.0,15.556992
109.0,15.556992
110.0,15.556992
111.0,15.556992
112.0,15.556992
113.0,15.556992
114.0,15.556992
115.0,15.556992
116.0,15.556992
117.0,15.556992
118.0,15.556992
119.0,15.556992
120.0,15.556992
121.0,15.556992
122.0,15.556992
123.0,15.556992
124.0,15.556992
125.0,15.556992
126.0,15.556992
127.0,15.556992
128.0,15.556992
129.0,15.556992
130.0,15.556992
131.0,15.556992
132.0,15.556992
133.0,15.556992
134.0,15.556992
135.0,15.556992
136.0,15.556992
137.0,15.556992
138.0,15.556992
139.0,15.556992
140.0,15.556992
141.0,15.556992
142.0,15.556992
143.0,15.556992
144.0,15.556992
145.0,15.556992
146.0,15.556992
147.0,15.556992
148.0,15.556992
149.0,15.556992
150.0,15.556992
151.0,15.556992
152.0,15.556992
153.0,15.556992
154.0,15.556992
155.0,15.556992
156.0,15.556992
157.0,15.556992
158.0,15.556992
159.0,15.556992
160.0,15.556992
161.0,15.556992
162.0,15.556992
163.0,15.556992
164.0,15.556992
165.0,15.556992
166.0,15.556992
167.0,15.556992
168.0,15.556992
169.0,15.556992
170.0,15.556992
171.0,15.556992
172.0,15.556992
173.0,15.556992
174.0,15.556992
175.0,15.556992
176.0,15.556992
177.0,15.556992
178.0,15.556992
179.0,15.556992
180.0,15.556992
181.0,15.556992
182.0,15.556992
183.0,15.556992
184.0,15.556992
185.0,15.556992
186.0,15.556992
187.0,15.556992
188.0,15.556992
189.0,15.556992
190.0,15.556992
191.0,15.556992
192.0,15.556992
193.0,15.556992
194.0,15.556992
195.0,15.556992
196.0,15.556992
197.0,15.556992
198.0,15.556992
199.0,15.556992
200.0,15.556992
201.0,15.556992
202.0,15.556992
203.0,15.556992
204.0,15.556992
205.0,15.556992
206.0,15.556992
207.0,15.556992
208.0,15.556992
209.0,15.556992
210.0,15.556992
211.0,15.556992
212.0,15.556992
213.0,15.556992
214.0,15.556992
215.0,15.556992
216.0,15.556992
217.0,15.556992
218.0,15.556992
219.0,15.556992
220.0,15.556992
221.0,15.556992
222.0,15.556992
223.0,15.556992
224.0,15.556992
225.0,15.556992
226.0,15.556992
227.0,15.556992
228.0,15.556992
229.0,15.556992
230.0,15.556992
231.0,15.556992
232.0,15.556992
233.0,15.556992
234.0,15.556992
235.0,15.556992
236.0,15.556992
237.0,15.556992
238.0,15.556992
239.0,15.556992
240.0,15.556992
241.0,15.556992
242.0,15.556992
243.0,15.556992
244.0,15.556992
245.0,15.556992
246.0,15.556992
247.0,15.556992
248.0,15.556992
249.0,15.556992
250.0,15.556992
251.0,15.556992
252.0,15.556992
253.0,15.556992
254.0,15.556992
255.0,15.556992
256.0,15.556992
257.0,15.556992
258.0,15.556992
259.0,15.556992
260.0,15.556992
261.0,15.556992
262.0,15.556992
263.0,15.556992
264.0,15.556992
265.0,15.556992
266.0,15.556992
267.0,15.556992
268.0,15.556992
269.0,15.556992
270.0,15.556992
271.0,15.556992
272.0,15.556992
273.0,15.556992
274.0,15.556992
275.0,15.556992
276.0,15.556992
277.0,15.556992
278.0,15.556992
279.0,15.556992
280.0,15.556992
281.0,15.556992
282.0,15.556992
283.0,15.556992
284.0,15.556992
285.0,15.556992
286.0,15.556992
287.0,15.556992
288.0,15.556992
289.0,15.556992
290.0,15.556992
291.0,15.556992
292.0,15.556992
293.0,15.556992
294.0,15.556992
295.0,15.556992
296.0,15.556992
297.0,15.556992
298.0,15.556992
299.0,15.556992
300.0,15.556992
301.0,15.556992
302.0,15.556992
303.0,15.556992
304.0,15.556992
305.0,15.556992
306.0,15.556992
307.0,15.556992
308.0,15.556992
309.0,15.556992
310.0,15.556992
311.0,15.556992
312.0,15.556992
313.0,15.556992
314.0,15.556992
315.0,15.556992
316.0,15.556992
317.0,15.556992
318.0,15.556992
319.0,15.556992
320.0,15.556992
321.0,15.556992
322.0,15.556992
323.0,15.556992
324.0,15.556992
325.0,15.556992
326.0,15.556992
327.0,15.556992
328.0,15.556992
329.0,15.556992
330.0,15.556992
331.0,15.556992
332.0,15.556992
333.0,15.556992
334.0,15.556992
335.0,15.556992
336.0,15.556992
337.0,15.556992
338.0,15.556992
339.0,15.556992
340.0,15.556992
341.0,15.556992
342.0,15.556992
343.0,15.556992
344.0,15.556992
345.0,15.556992
346.0,15.556992
347.0,15.556992
348.0,15.556992
349.0,15.556992
350.0,15.556992
351.0,15.556992
352.0,15.556992
353.0,15.556992
354.0,15.556992
355.0,15.556992
356.0,15.556992
357.0,15.556992
358.0,15.556992
359.0,15.556992
360.0,15.556992
361.0,15.556992
362.0,15.556992
363.0,15.556992
364.0,15.556992
365.0,15.556992
366.0,15.556992
367.0,15.556992
