time_seconds,i,offset_meters,offset_back_meters,total_dist_meters,link_idx_front,link_idx_back,offset_in_link_meters,speed_meters_per_second,speed_limit_meters_per_second,speed_target_meters_per_second,dt_seconds,length_meters,mass_static_kilograms,mass_rot_kilograms,mass_freight_kilograms,weight_static_newtons,res_rolling_newtons,res_bearing_newtons,res_davis_b_newtons,res_aero_newtons,res_grade_newtons,res_curve_newtons,grade_front,grade_back,elev_front_meters,elev_back_meters,pwr_res_watts,pwr_accel_watts,pwr_whl_out_watts,energy_whl_out_joules,energy_whl_out_pos_joules,energy_whl_out_neg_joules,dist_in_main,milepost
0.0,0,1800.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50000.0,145.83136316750966
1.0,1,1817.926304,0.0,17.926304000000002,1,1,1800.0,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798071.9100566616,0.0,798071.9100566616,798071.9100566616,798071.9100566616,0.0,-49982.073696,145.84250208408417
2.0,2,1835.852608,17.926304000000073,35.852608000000004,1,1,1817.926304,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,8820618.36226902,8820618.36226902,0.0,-49964.147392,145.85364100065866
3.0,3,1853.778912,35.852608000000146,53.778912000000005,1,1,1835.852608,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,16843164.814481378,16843164.814481378,0.0,-49946.221088,145.86477991723316
4.0,4,1871.7052160000003,53.77891200000022,71.70521600000001,1,1,1853.778912,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,24865711.266693737,24865711.266693737,0.0,-49928.294784,145.87591883380765
5.0,5,1889.6315200000004,71.70521600000029,89.63152000000001,1,1,1871.7052160000003,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,32888257.718906097,32888257.718906097,0.0,-49910.36848,145.88705775038216
6.0,6,1907.5578240000004,89.63152000000036,107.557824,1,1,1889.6315200000004,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,40910804.17111845,40910804.17111845,0.0,-49892.442176,145.89819666695664
7.0,7,1925.4841280000005,107.55782400000044,125.484128,1,1,1907.5578240000004,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,48933350.62333081,48933350.62333081,0.0,-49874.515872,145.90933558353117
8.0,8,1943.4104320000008,125.48412800000052,143.410432,1,1,1925.4841280000005,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,56955897.075543165,56955897.075543165,0.0,-49856.589568,145.92047450010563
9.0,9,1961.3367360000009,143.41043200000058,161.33673600000003,1,1,1943.4104320000008,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,64978443.52775552,64978443.52775552,0.0,-49838.663264,145.93161341668014
10.0,10,1979.2630400000007,161.33673600000066,179.26304000000005,1,1,1961.3367360000009,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,73000989.97996788,73000989.97996788,0.0,-49820.73696,145.94275233325462
11.0,11,1997.1893440000008,179.26304000000073,197.1893440000001,1,1,1979.2630400000007,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,81023536.43218024,81023536.43218024,0.0,-49802.810656,145.95389124982913
12.0,12,2015.1156480000009,197.1893440000008,215.11564800000008,1,1,1997.1893440000008,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,89046082.8843926,89046082.8843926,0.0,-49784.884352,145.9650301664036
13.0,13,2033.041952000001,215.11564800000087,233.0419520000001,1,1,2015.1156480000009,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,97068629.33660495,97068629.33660495,0.0,-49766.958048,145.97616908297812
14.0,14,2050.968256000001,233.04195200000095,250.9682560000001,1,1,2033.041952000001,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,105091175.78881732,105091175.78881732,0.0,-49749.031744,145.98730799955263
15.0,15,2068.894560000001,250.96825600000105,268.8945600000001,1,1,2050.968256000001,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,113113722.2410297,113113722.2410297,0.0,-49731.10544,145.9984469161271
16.0,16,2086.820864000001,268.8945600000011,286.82086400000014,1,1,2068.894560000001,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,121136268.69324206,121136268.69324206,0.0,-49713.179136,146.00958583270162
17.0,17,2104.7471680000012,286.82086400000117,304.74716800000016,1,1,2086.820864000001,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,129158815.14545442,129158815.14545442,0.0,-49695.252832,146.0207247492761
18.0,18,2122.6734720000013,304.74716800000124,322.6734720000002,1,1,2104.7471680000012,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,137181361.59766677,137181361.59766677,0.0,-49677.326528,146.0318636658506
19.0,19,2140.5997760000014,322.6734720000013,340.5997760000002,1,1,2122.6734720000013,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,145203908.04987913,145203908.04987913,0.0,-49659.400224,146.0430025824251
20.0,20,2158.5260800000015,340.5997760000014,358.5260800000002,1,1,2140.5997760000014,17.926304000000002,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,242122.2313522205,160887.47673683657,0.0,0.0,0.0,0.0,0.0,0.0,8022546.452212359,0.0,8022546.452212359,153226454.5020915,153226454.5020915,0.0,-49641.47392,146.0541414989996
